################################################
##                   SPRank                   ##
################################################
in_rec:          1AM0-A-41-AMP/amber/rec.amber.mol2
in_cpd:          1AM0-A-41-AMP/amber/lig_charged.amber.mol2
in_poses:        1AM0-A-41-AMP/pose/pose.mol2
stats:           0
verbose:         0
Load receptor: default_name from 1AM0-A-41-AMP/amber/rec.amber.mol2
--> heavy atom num: 344
Load compound: MOL from 1AM0-A-41-AMP/amber/lig_charged.amber.mol2
--> heavy atom num: 23
************************************************
*                PARAMETER INFO                *
************************************************
T: 25
rt_to_kcal_per_mol: 0.593
gamma_SASA: 0.0054
r_water: 1.4
pairwise_dis_upper_bound: 10
pairwise_bin_size: 0.5
pairwise_bin_num: 20
pairwise_potentials_map.size(): 348
sasa_points.size(): 8
************************************************
*                   REC INFO                   *
************************************************
name: default_name
vina_06_396 -95.316 -2.095 4.651 -10.583
vina_06_397 -127.727 -2.046 0.096 -10.524
vina_06_398 -155.727 -2.078 5.068 -10.524
vina_06_399 -202.895 -1.781 -2.070 -10.397
vina_06_400 -269.154 -1.928 -9.344 -10.345
vina_06_401 -222.552 -1.805 -7.580 -10.298
vina_06_402 -229.263 -2.166 -2.492 -10.691
vina_06_403 -183.047 -1.925 -6.932 -10.310
vina_06_404 -146.728 -1.809 -1.372 -10.368
vina_06_405 -225.564 -2.077 -9.939 -10.453
vina_06_406 -130.465 -1.992 -3.669 -10.442
vina_06_407 -193.513 -1.810 -8.091 -10.298
vina_06_408 -194.786 -2.056 2.037 -10.524
vina_06_409 -149.609 -2.071 5.392 -10.524
vina_06_410 -358.473 -2.080 -27.219 -11.032
vina_06_411 -229.996 -1.840 5.150 -10.380
vina_06_412 -129.895 -1.793 1.512 -10.397
vina_06_413 -237.478 -2.069 6.709 -10.524
vina_06_414 -225.756 -2.247 -5.081 -10.400
vina_06_415 -224.845 -2.293 -3.222 -10.487
vina_06_416 -230.596 -1.963 -1.436 -10.419
vina_06_417 -209.172 -1.874 4.134 -10.380
vina_06_418 -173.263 -2.163 -8.182 -10.621
vina_06_419 -240.481 -2.080 2.070 -10.524
vina_06_420 -137.297 -2.104 8.091 -10.691
vina_06_421 -210.208 -1.904 -14.281 -10.353
vina_06_422 -131.411 -1.776 -0.009 -10.397
vina_06_423 -86.391 -1.788 -0.120 -10.397
vina_06_424 -261.144 -1.902 -6.404 -10.345
vina_06_425 -229.737 -1.845 0.706 -10.380
vina_06_426 -261.635 -2.134 -9.916 -10.656
vina_06_427 -80.997 -1.739 1.158 -10.413
vina_06_428 -197.985 -1.966 -5.016 -10.337
vina_06_429 -204.630 -2.080 8.948 -10.524
vina_06_430 -294.116 -2.416 -4.828 -10.456
vina_06_431 -228.868 -2.015 -14.954 -10.415
vina_06_432 -168.847 -2.049 4.501 -10.524
vina_06_433 -256.673 -1.851 -9.542 -10.345
vina_06_434 -168.360 -1.963 -1.080 -10.419
vina_06_435 -307.140 -1.863 -6.338 -10.317
vina_06_436 -202.914 -2.311 -5.272 -10.406
vina_06_437 -262.883 -2.084 -2.227 -10.559
vina_06_438 -412.191 -2.182 -44.925 -11.062
vina_06_439 -249.291 -1.831 -12.688 -10.356
vina_06_440 -242.300 -2.074 -5.999 -10.442
vina_06_441 -254.151 -1.701 4.063 -10.532
vina_06_442 -220.665 -1.810 -3.585 -10.368
vina_06_443 -154.866 -2.072 -1.050 -10.524
vina_06_444 -213.640 -2.023 -5.896 -10.360
vina_06_445 -282.694 -1.879 -3.651 -10.387
vina_06_446 -346.700 -2.150 -31.929 -11.106
vina_06_447 -176.988 -2.077 -2.444 -10.524
vina_06_448 -209.934 -1.621 -9.250 -10.388
vina_06_449 -154.669 -1.890 -0.249 -10.380
vina_06_450 -202.440 -1.921 3.452 -10.380
vina_06_451 -92.247 -1.989 3.353 -10.442
vina_06_452 -237.846 -1.842 -8.469 -10.310
vina_06_453 -268.254 -1.711 -8.074 -10.414
vina_06_454 -216.114 -2.024 6.326 -10.442
vina_06_455 -195.898 -1.687 -6.005 -10.416
vina_06_456 -166.397 -1.851 -3.457 -10.380
vina_06_457 -154.926 -2.015 -5.760 -10.360
vina_06_458 -121.802 -1.707 -2.096 -10.449
vina_06_459 -206.297 -1.859 6.429 -10.380
vina_06_460 -199.186 -1.933 1.523 -10.380
vina_06_461 -165.337 -1.762 3.244 -10.466
vina_06_462 -125.941 -2.009 2.196 -10.442
vina_06_463 -181.032 -1.975 -1.233 -10.419
vina_06_464 -153.553 -1.987 -5.900 -10.360
vina_06_465 -180.310 -1.861 -4.999 -10.299
vina_06_466 -195.928 -1.846 1.648 -10.380
vina_06_467 -123.775 -1.787 1.512 -10.397
vina_06_468 -171.482 -2.126 -1.509 -10.691
vina_06_469 -150.334 -2.013 4.394 -10.442
vina_06_470 -127.921 -1.945 -4.170 -10.380
vina_06_471 -161.187 -1.736 -4.068 -10.413
vina_06_472 -189.669 -2.039 4.783 -10.442
vina_06_473 -141.202 -1.695 0.443 -10.497
vina_06_474 -209.066 -2.055 0.659 -10.524
vina_06_475 -132.661 -1.944 -0.377 -10.380
vina_06_476 -388.037 -1.669 -32.950 -10.917
vina_06_477 -226.198 -1.953 -9.292 -10.310
vina_06_478 -180.198 -2.037 -0.895 -10.442
vina_06_479 -240.709 -1.930 -12.900 -10.321
vina_06_480 -204.447 -1.874 -5.724 -10.299
vina_06_481 -177.995 -1.634 1.812 -10.458
vina_06_482 -146.817 -1.797 1.301 -10.368
vina_06_483 -160.937 -1.845 -7.663 -10.310
vina_06_484 -280.330 -1.780 -2.228 -10.405
vina_06_485 -251.989 -1.906 -15.207 -10.456
vina_06_486 -173.120 -1.762 -2.268 -10.466
vina_06_487 -132.549 -1.640 -4.538 -10.458
vina_06_488 -160.288 -1.785 0.588 -10.397
vina_06_489 -203.172 -1.643 -7.807 -10.388
vina_06_490 -182.594 -1.506 -4.222 -10.458
vina_06_491 -168.172 -1.797 -3.869 -10.368
vina_06_492 -170.496 -1.801 3.248 -10.368
vina_06_493 -176.665 -1.758 -9.858 -10.396
vina_06_494 -193.618 -1.801 0.512 -10.368
vina_06_495 -242.251 -1.887 0.121 -10.380
vina_06_496 -280.781 -1.962 -11.368 -10.367
vina_06_497 -228.428 -2.218 -8.526 -10.621
vina_07_1 -214.422 -2.858 -9.337 -10.942
vina_07_5 -526.426 -2.798 -53.343 -11.694
vina_07_8 -565.568 -2.631 -56.350 -11.566
vina_07_10 -504.365 -2.461 -45.990 -11.009
vina_07_11 -364.981 -2.622 -24.118 -11.214
vina_07_13 -345.435 -2.792 -29.583 -11.411
vina_07_14 -495.449 -2.518 -52.827 -11.101
vina_07_16 -507.011 -2.669 -52.965 -11.379
vina_07_17 -391.144 -2.444 -42.793 -10.991
vina_07_18 -213.943 -2.401 -7.126 -10.460
vina_07_19 -534.896 -2.658 -55.212 -11.485
vina_07_23 -521.131 -2.569 -46.295 -11.303
vina_07_24 -228.160 -2.689 -5.967 -10.895
vina_07_28 -175.807 -2.466 3.657 -10.530
vina_07_33 -339.158 -2.531 -21.643 -10.823
vina_07_34 -198.772 -2.758 -3.123 -11.012
vina_07_38 -220.132 -2.780 -5.973 -10.931
vina_07_39 -257.194 -2.507 -17.658 -10.773
vina_07_40 -458.824 -2.582 -39.816 -11.149
vina_07_42 -333.634 -2.503 -13.302 -10.541
vina_07_43 -445.138 -2.184 -55.212 -11.105
vina_07_44 -460.703 -2.560 -45.818 -11.058
vina_07_46 -266.574 -2.279 -15.500 -10.672
vina_07_47 -181.577 -2.656 -4.650 -10.826
vina_07_50 -413.105 -2.273 -55.616 -10.872
vina_07_51 -289.876 -2.500 -18.116 -10.745
vina_07_52 -500.193 -2.311 -50.489 -10.966
vina_07_54 -209.001 -2.581 -1.249 -10.646
vina_07_55 -540.706 -2.574 -60.813 -11.278
vina_07_57 -243.714 -2.485 2.729 -10.530
vina_07_58 -182.040 -2.689 1.627 -10.977
vina_07_59 -175.397 -2.621 -4.079 -10.687
vina_07_60 -339.315 -2.403 -20.923 -10.792
vina_07_62 -261.810 -2.538 -2.156 -10.596
vina_07_63 -413.524 -2.066 -41.298 -10.986
vina_07_64 -206.184 -2.472 5.556 -10.530
vina_07_68 -313.362 -2.243 -12.377 -10.501
vina_07_69 -432.105 -2.356 -52.954 -11.028
vina_07_70 -454.511 -2.553 -31.284 -11.114
vina_07_71 -372.593 -2.413 -20.915 -11.057
vina_07_72 -319.637 -2.371 -8.969 -10.523
vina_07_73 -256.315 -2.327 4.392 -10.560
vina_07_74 -230.557 -2.550 5.562 -10.561
vina_07_75 -168.914 -2.558 -0.990 -10.646
vina_07_76 -258.655 -2.389 -8.363 -10.495
vina_07_77 -207.937 -2.370 -6.336 -10.516
vina_07_78 -541.231 -2.480 -52.626 -11.235
vina_07_79 -530.781 -2.398 -59.991 -11.115
vina_07_80 -373.820 -2.501 -40.877 -11.075
vina_07_81 -477.819 -2.777 -45.345 -11.420
vina_07_82 -254.787 -2.354 6.582 -10.621
vina_07_84 -474.504 -2.267 -52.054 -10.949
vina_07_85 -253.853 -2.141 -7.346 -10.656
vina_07_86 -428.344 -2.453 -43.840 -10.937
vina_07_88 -394.770 -2.686 -28.993 -11.319
vina_07_90 -528.190 -2.571 -57.794 -11.272
vina_07_91 -105.721 -2.334 5.392 -10.586
vina_07_92 -214.300 -2.408 -3.047 -10.530
vina_07_93 -313.002 -2.452 -5.450 -10.456
vina_07_94 -536.582 -2.442 -52.082 -11.235
vina_07_96 -198.370 -2.383 -1.052 -10.530
vina_07_98 -482.740 -2.255 -53.329 -10.970
vina_07_99 -235.343 -2.255 -13.741 -10.454
vina_07_100 -243.671 -2.686 -4.915 -10.744
vina_07_101 -319.549 -2.388 -22.262 -10.792
vina_07_102 -192.097 -2.510 3.780 -10.561
vina_07_103 -231.014 -2.510 7.723 -10.561
vina_07_104 -193.536 -2.707 -0.591 -10.977
vina_07_105 -325.906 -2.188 -5.647 -10.617
vina_07_107 -426.999 -2.261 -52.186 -10.884
vina_07_109 -153.764 -2.267 -2.553 -10.460
vina_07_110 -320.929 -2.424 -11.661 -10.479
vina_07_112 -227.228 -2.426 -14.747 -10.503
vina_07_114 -273.650 -2.565 -3.406 -10.681
vina_07_115 -433.116 -2.704 -36.286 -11.453
vina_07_116 -190.852 -2.356 -7.257 -10.516
vina_07_117 -250.453 -2.161 -0.842 -10.726
vina_07_118 -295.444 -2.157 -18.222 -10.845
vina_07_119 -409.358 -2.445 -28.246 -11.046
vina_07_120 -223.562 -2.314 -6.106 -10.417
vina_07_121 -132.061 -2.453 2.752 -10.530
vina_07_122 -215.692 -2.203 1.035 -10.691
vina_07_123 -238.518 -2.036 -1.494 -10.442
vina_07_124 -378.169 -2.306 -38.474 -11.002
vina_07_125 -384.524 -2.540 -40.062 -11.075
vina_07_126 -248.665 -2.156 -8.743 -10.621
vina_07_127 -205.796 -2.129 -7.218 -10.621
vina_07_129 -326.370 -2.100 -14.212 -10.671
vina_07_130 -188.839 -2.060 0.450 -10.524
vina_07_131 -233.500 -2.266 -6.095 -10.390
vina_07_132 -231.335 -2.127 -2.687 -10.691
vina_07_134 -277.769 -2.510 4.773 -10.596
vina_07_135 -342.449 -2.337 -5.875 -10.512
vina_07_136 -243.147 -2.235 -8.805 -10.482
vina_07_137 -320.357 -2.282 -11.364 -10.408
vina_07_138 -123.668 -2.098 0.028 -10.631
vina_07_139 -250.134 -2.134 -13.134 -10.668
vina_07_140 -244.045 -2.509 -10.483 -10.491
vina_07_141 -235.643 -2.505 0.930 -10.561
vina_07_142 -372.668 -2.384 -22.786 -11.057
vina_07_143 -200.398 -2.350 -4.595 -10.586
vina_07_144 -284.967 -2.199 3.224 -10.698
vina_07_145 -427.376 -2.342 -35.568 -11.109
vina_07_146 -274.388 -2.441 -6.556 -10.495
vina_07_147 -260.718 -2.080 -14.518 -10.532
vina_07_148 -333.815 -2.298 -18.881 -10.671
vina_07_149 -171.416 -2.051 -4.331 -10.524
vina_07_150 -220.235 -2.364 -5.945 -10.505
vina_07_152 -178.236 -2.567 6.813 -10.646
vina_07_153 -283.465 -2.420 -10.971 -10.479
vina_07_154 -221.159 -2.365 -1.978 -10.586
vina_07_155 -258.771 -2.248 -4.746 -10.517
vina_07_156 -193.039 -2.083 -3.202 -10.524
vina_07_157 -253.894 -2.304 -9.366 -10.452
vina_07_158 -191.337 -2.666 -6.338 -10.756
vina_07_159 -210.736 -2.226 -1.191 -10.671
vina_07_161 -422.378 -2.094 -47.295 -10.921
vina_07_162 -432.078 -2.171 -51.297 -11.068
vina_07_163 -189.388 -2.134 -1.091 -10.691
vina_07_164 -175.975 -2.323 3.970 -10.525
vina_07_165 -292.731 -2.536 -8.523 -10.498
vina_07_166 -345.900 -2.220 -30.580 -11.106
vina_07_167 -241.266 -2.310 6.059 -10.487
vina_07_168 -213.889 -2.731 -4.265 -10.977
vina_07_169 -247.152 -2.019 1.830 -10.442
vina_07_170 -267.458 -2.250 -10.172 -10.446
vina_07_171 -249.875 -2.279 -1.887 -10.495
vina_07_173 -296.940 -2.370 -11.178 -10.535
vina_07_174 -254.534 -2.139 -5.634 -10.645
vina_07_177 -229.704 -2.226 -5.803 -10.589
vina_07_178 -222.313 -2.190 -7.363 -10.621
vina_07_179 -176.537 -2.219 -1.271 -10.691
vina_07_180 -448.266 -2.147 -41.992 -11.111
vina_07_181 -249.619 -2.129 2.127 -10.726
vina_07_182 -226.382 -2.340 -11.976 -10.528
vina_07_183 -191.111 -2.237 -1.619 -10.553
vina_07_184 -142.120 -2.157 8.784 -10.691
vina_07_185 -299.445 -2.452 -4.643 -10.537
vina_07_186 -147.974 -2.145 -1.123 -10.691
vina_07_187 -466.693 -2.285 -57.810 -10.833
vina_07_188 -419.477 -2.457 -43.816 -10.931
vina_07_189 -430.744 -2.425 -24.692 -11.040
vina_07_190 -246.933 -2.344 -6.900 -10.516
vina_07_191 -175.495 -2.117 0.386 -10.691
vina_07_193 -212.213 -2.039 -0.571 -10.442
vina_07_194 -212.051 -2.001 -0.664 -10.442
vina_07_196 -260.474 -2.346 0.269 -10.621
vina_07_197 -197.098 -1.993 3.319 -10.442
vina_07_198 -197.302 -2.217 1.372 -10.691
vina_07_199 -190.885 -2.242 -5.286 -10.471
vina_07_200 -216.078 -2.404 -1.422 -10.530
vina_07_201 -117.075 -2.020 -1.646 -10.442
vina_07_202 -257.518 -2.013 2.717 -10.477
vina_07_203 -256.796 -2.467 -5.156 -10.484
vina_07_204 -172.547 -2.100 -1.017 -10.691
vina_07_205 -409.800 -2.581 -46.738 -11.073
vina_07_206 -305.302 -2.051 -22.131 -10.755
vina_07_207 -311.088 -2.401 -14.571 -10.510
vina_07_209 -335.314 -2.188 -28.160 -10.935
vina_07_210 -316.917 -2.127 -23.211 -10.923
vina_07_211 -445.801 -2.296 -53.694 -10.935
vina_07_212 -229.869 -2.042 0.415 -10.442
vina_07_213 -184.798 -2.025 4.148 -10.442
vina_07_214 -300.492 -2.219 -1.945 -10.698
vina_07_215 -256.991 -2.119 -12.883 -10.668
vina_07_216 -305.908 -2.257 -16.751 -10.665
vina_07_217 -150.780 -2.141 -2.041 -10.691
vina_07_218 -185.240 -2.410 1.284 -10.530
vina_07_219 -240.632 -2.425 -9.027 -10.460
vina_07_220 -315.727 -1.997 -11.218 -10.390
vina_07_222 -111.580 -1.954 -0.390 -10.380
vina_07_223 -333.336 -2.044 -10.446 -10.379
vina_07_224 -201.092 -2.216 -1.069 -10.691
vina_07_225 -321.656 -2.103 -14.947 -10.671
vina_07_226 -257.274 -2.483 -17.953 -10.742
vina_07_227 -258.456 -2.366 0.527 -10.621
vina_07_228 -261.623 -2.169 -0.091 -10.726
vina_07_229 -339.797 -2.443 -32.081 -10.804
vina_07_230 -236.764 -2.086 -2.902 -10.583
vina_07_231 -274.670 -2.094 -12.131 -10.560
vina_07_233 -197.586 -2.044 -0.018 -10.442
vina_07_236 -331.621 -2.166 -17.490 -10.845
vina_07_237 -320.287 -2.060 -20.697 -10.755
vina_07_238 -335.182 -2.404 -19.900 -10.792
vina_07_239 -185.968 -2.024 -1.157 -10.442
vina_07_240 -206.996 -2.336 -8.802 -10.516
vina_07_241 -389.378 -2.265 -45.644 -10.883
vina_07_242 -338.069 -2.111 -4.003 -10.698
vina_07_243 -392.563 -2.375 -37.873 -11.045
vina_07_244 -307.922 -2.026 -24.703 -10.674
vina_07_245 -308.698 -2.184 -22.766 -10.923
vina_07_246 -269.608 -2.174 -8.136 -10.656
vina_07_247 -204.383 -2.494 1.022 -10.530
vina_07_248 -169.523 -1.965 2.122 -10.419
vina_07_249 -206.370 -2.172 -0.455 -10.691
vina_07_250 -543.394 -2.399 -60.062 -11.115
vina_07_251 -353.865 -2.298 -28.670 -11.026
vina_07_252 -342.198 -2.113 -24.559 -10.923
vina_07_253 -145.517 -2.213 -4.109 -10.691
vina_07_254 -177.979 -2.047 -6.362 -10.453
vina_07_255 -131.393 -2.159 -6.135 -10.621
vina_07_256 -276.669 -2.006 -7.893 -10.407
vina_07_257 -330.036 -2.014 -18.978 -10.596
vina_07_258 -145.980 -2.232 -3.887 -10.553
vina_07_259 -202.041 -2.051 -1.142 -10.524
vina_07_260 -128.514 -2.104 -4.316 -10.691
vina_07_261 -229.498 -2.051 -5.529 -10.442
vina_07_262 -432.496 -1.834 -54.090 -10.792
vina_07_263 -189.241 -2.454 2.951 -10.530
vina_07_264 -192.130 -2.290 -7.448 -10.417
vina_07_265 -307.372 -2.435 -12.948 -10.479
vina_07_266 -227.029 -2.303 5.396 -10.487
vina_07_267 -153.767 -2.253 -0.394 -10.481
vina_07_268 -276.031 -2.647 -9.234 -10.652
vina_07_270 -267.383 -2.183 -2.514 -10.726
vina_07_271 -161.745 -2.052 -1.443 -10.524
vina_07_272 -329.619 -2.172 -18.538 -10.845
vina_07_273 -182.272 -2.103 0.388 -10.691
vina_07_275 -194.798 -2.196 -3.524 -10.691
vina_07_276 -238.157 -2.566 -9.368 -10.576
vina_07_277 -166.500 -2.140 0.830 -10.691
vina_07_278 -117.427 -2.128 4.257 -10.691
vina_07_279 -87.251 -2.159 1.560 -10.691
vina_07_280 -206.609 -2.212 -1.842 -10.691
vina_07_282 -220.999 -2.236 -14.887 -10.526
vina_07_283 -296.842 -2.003 -11.196 -10.390
vina_07_284 -383.439 -1.861 -32.200 -10.889
vina_07_285 -300.414 -2.021 -8.393 -10.379
vina_07_286 -209.620 -2.069 -5.051 -10.442
vina_07_287 -186.758 -2.185 -3.292 -10.691
vina_07_288 -295.751 -2.054 5.156 -10.531
vina_07_289 -203.082 -2.170 -9.974 -10.621
vina_07_290 -332.607 -2.131 -11.507 -10.640
vina_07_291 -280.121 -2.227 4.678 -10.678
vina_07_292 -278.695 -2.578 -7.838 -10.583
vina_07_293 -424.841 -2.264 -46.779 -10.827
vina_07_294 -239.286 -2.018 3.004 -10.442
vina_07_295 -243.163 -2.183 -0.779 -10.691
vina_07_296 -338.410 -2.423 -8.823 -10.467
vina_07_297 -254.057 -2.142 -14.105 -10.699
vina_07_298 -320.417 -2.057 -11.770 -10.472
vina_07_299 -199.299 -2.256 1.426 -10.481
vina_07_300 -226.082 -2.397 7.214 -10.530
vina_07_301 -199.712 -2.330 -6.197 -10.455
vina_07_303 -310.402 -2.021 -16.063 -10.596
vina_07_304 -132.487 -2.317 1.830 -10.487
vina_07_305 -123.817 -2.028 -4.038 -10.442
vina_07_306 -192.051 -2.000 -0.959 -10.442
vina_07_307 -159.271 -1.826 0.608 -10.380
vina_07_308 -183.453 -2.132 -2.953 -10.691
vina_07_309 -146.640 -2.141 4.128 -10.691
vina_07_310 -326.393 -2.053 -20.160 -10.755
vina_07_311 -198.535 -2.194 -1.532 -10.691
vina_07_312 -140.250 -2.112 1.670 -10.691
vina_07_313 -144.953 -2.131 4.388 -10.691
vina_07_314 -203.638 -2.319 -3.269 -10.525
vina_07_316 -244.119 -2.373 -11.523 -10.471
vina_07_317 -93.818 -1.871 1.177 -10.380
vina_07_318 -125.388 -2.022 4.980 -10.442
vina_07_319 -167.841 -1.902 0.757 -10.380
vina_07_320 -260.131 -1.897 -4.320 -10.415
vina_07_321 -344.194 -2.159 -24.037 -11.094
vina_07_322 -261.499 -2.383 -7.982 -10.495
vina_07_323 -195.933 -2.276 -1.947 -10.460
vina_07_324 -137.189 -2.128 3.541 -10.691
vina_07_325 -384.521 -2.374 -28.463 -11.069
vina_07_326 -287.460 -2.061 -12.901 -10.472
vina_07_327 -168.178 -1.931 10.003 -10.380
vina_07_328 -317.814 -1.937 -8.798 -10.317
vina_07_329 -134.395 -2.334 2.693 -10.586
vina_07_330 -178.646 -2.176 -2.953 -10.691
vina_07_331 -182.232 -2.141 -0.938 -10.691
vina_07_332 -191.531 -2.185 1.220 -10.691
vina_07_333 -199.929 -2.212 -2.043 -10.691
vina_07_334 -303.793 -1.815 -18.720 -10.508
vina_07_336 -246.075 -1.829 2.383 -10.380
vina_07_337 -201.169 -2.005 0.301 -10.442
vina_07_338 -397.125 -2.295 -46.157 -10.911
vina_07_339 -186.311 -2.156 -2.078 -10.691
vina_07_340 -124.132 -1.978 -4.168 -10.404
vina_07_341 -259.464 -2.153 -5.484 -10.645
vina_07_342 -272.329 -2.412 -12.285 -10.506
vina_07_343 -171.782 -2.036 5.734 -10.442
vina_07_344 -320.315 -2.077 -6.597 -10.461
vina_07_345 -109.948 -1.976 -2.526 -10.404
vina_07_346 -144.534 -2.100 3.310 -10.691
vina_07_347 -217.445 -2.275 -9.814 -10.390
vina_07_348 -225.988 -2.243 -7.354 -10.482
vina_07_349 -204.283 -2.065 9.424 -10.524
vina_07_350 -178.383 -2.194 -0.370 -10.691
vina_07_351 -370.460 -2.116 -44.295 -11.085
vina_07_352 -319.596 -2.260 -14.596 -10.462
vina_07_353 -138.995 -1.947 -1.708 -10.380
vina_07_354 -181.865 -2.244 11.070 -10.553
vina_07_355 -332.685 -2.147 -33.129 -10.935
vina_07_356 -128.961 -1.969 -0.089 -10.419
vina_07_357 -187.481 -2.038 -7.222 -10.372
vina_07_358 -204.750 -1.925 -6.622 -10.310
vina_07_359 -224.134 -2.117 -10.720 -10.632
vina_07_361 -196.435 -2.031 7.688 -10.442
vina_07_362 -210.497 -2.076 -15.825 -10.670
vina_07_363 -193.179 -2.040 1.069 -10.442
vina_07_364 -274.765 -2.051 -5.390 -10.477
vina_07_366 -185.336 -2.252 -0.611 -10.481
vina_07_367 -197.483 -1.980 -5.055 -10.345
vina_07_368 -260.709 -2.219 -7.810 -10.656
vina_07_369 -254.356 -1.912 -8.700 -10.345
vina_07_370 -210.778 -2.087 -6.699 -10.513
vina_07_371 -424.667 -2.155 -48.901 -11.029
vina_07_372 -159.460 -2.086 -0.122 -10.583
vina_07_373 -132.337 -1.846 6.399 -10.380
vina_07_374 -159.989 -2.127 -2.400 -10.691
vina_07_375 -209.630 -2.267 -5.818 -10.378
vina_07_376 -166.481 -1.702 4.408 -10.497
vina_07_377 -215.414 -2.057 -1.613 -10.524
vina_07_378 -199.252 -1.948 -3.242 -10.380
vina_07_379 -256.028 -1.883 0.453 -10.415
vina_07_380 -144.681 -1.961 5.467 -10.419
vina_07_381 -106.023 -2.046 2.055 -10.524
vina_07_382 -249.974 -2.253 -20.146 -10.771
vina_07_384 -301.117 -2.166 -8.249 -10.628
vina_07_385 -104.439 -2.073 0.098 -10.524
vina_07_386 -181.537 -2.063 -6.570 -10.453
vina_07_387 -345.476 -1.749 -27.555 -10.738
vina_07_388 -191.208 -2.000 -2.617 -10.442
vina_07_389 -220.317 -2.361 -10.695 -10.528
vina_07_390 -155.221 -2.182 -7.033 -10.621
vina_07_391 -154.874 -2.010 0.652 -10.442
vina_07_392 -217.001 -2.426 -6.183 -10.460
vina_07_393 -350.843 -2.086 -23.950 -10.986
vina_07_394 -231.946 -2.196 -0.286 -10.691
vina_07_395 -191.319 -1.984 -1.124 -10.442
vina_07_396 -251.695 -2.077 -10.866 -10.500
vina_07_397 -137.864 -1.674 1.191 -10.497
vina_07_398 -229.636 -1.984 -13.150 -10.383
vina_07_399 -199.197 -1.893 -10.254 -10.310
vina_07_400 -204.139 -2.151 -3.378 -10.691
vina_07_401 -140.362 -1.994 -2.206 -10.442
vina_07_402 -78.492 -1.864 0.531 -10.380
vina_07_403 -129.319 -1.893 2.435 -10.380
vina_07_404 -217.473 -2.067 1.758 -10.524
vina_07_405 -127.767 -1.959 3.594 -10.419
vina_07_406 -188.326 -2.162 -5.855 -10.610
vina_07_407 -140.993 -2.051 1.354 -10.524
vina_07_408 -219.250 -1.882 -0.474 -10.380
vina_07_409 -192.296 -1.929 -0.767 -10.380
vina_07_410 -150.167 -1.879 -1.692 -10.380
vina_07_411 -227.576 -2.151 1.438 -10.691
vina_07_412 -241.498 -2.383 -8.071 -10.460
vina_07_413 -167.565 -2.127 -0.047 -10.691
vina_07_414 -428.119 -2.218 -46.251 -11.068
vina_07_415 -130.337 -2.126 -1.290 -10.691
vina_07_416 -243.814 -1.703 3.787 -10.497
vina_07_417 -243.645 -1.886 -3.554 -10.380
vina_07_418 -182.028 -2.067 -3.484 -10.524
vina_07_419 -246.382 -2.097 -0.337 -10.631
vina_07_420 -269.711 -2.056 -1.169 -10.559
vina_07_421 -135.995 -2.082 1.207 -10.524
vina_07_422 -164.228 -2.190 0.689 -10.691
vina_07_423 -269.723 -1.813 3.580 -10.389
vina_07_424 -165.836 -1.874 -4.018 -10.380
vina_07_425 -177.538 -1.946 -6.682 -10.310
vina_07_426 -243.393 -1.954 -5.625 -10.299
vina_07_427 -160.413 -1.802 3.950 -10.368
vina_07_428 -166.194 -1.969 0.782 -10.419
vina_07_429 -234.484 -2.078 -4.367 -10.524
vina_07_430 -114.444 -2.033 0.150 -10.442
vina_07_431 -181.206 -1.882 5.254 -10.380
vina_07_432 -199.371 -2.127 -6.671 -10.621
vina_07_433 -203.333 -2.050 7.531 -10.524
vina_07_434 -120.377 -1.844 -1.597 -10.380
vina_07_435 -285.535 -1.940 -29.132 -10.624
vina_07_436 -300.293 -1.849 -24.845 -10.612
vina_07_437 -295.334 -1.803 -25.560 -10.600
vina_07_438 -291.649 -2.033 -8.504 -10.379
vina_07_439 -167.291 -1.987 -1.934 -10.442
vina_07_440 -389.229 -1.980 -48.244 -10.820
vina_07_441 -219.954 -1.847 -15.601 -10.527
vina_07_442 -356.803 -2.335 -25.427 -11.113
vina_07_443 -137.960 -2.037 -1.823 -10.442
vina_07_444 -174.902 -1.852 -3.433 -10.380
vina_07_445 -200.819 -1.976 3.130 -10.404
vina_07_446 -164.477 -2.020 2.794 -10.442
vina_07_447 -128.425 -2.181 -3.329 -10.691
vina_07_448 -108.990 -1.821 0.178 -10.354
vina_07_449 -181.261 -1.899 0.935 -10.380
vina_07_450 -104.513 -2.141 -3.154 -10.691
vina_07_451 -158.894 -2.125 -4.131 -10.691
vina_07_452 -210.772 -2.168 -8.204 -10.621
vina_07_453 -137.159 -1.884 -1.081 -10.380
vina_07_454 -222.823 -2.112 6.706 -10.691
vina_07_455 -311.264 -1.798 -10.855 -10.316
vina_07_456 -167.053 -2.008 2.089 -10.442
vina_07_457 -208.051 -2.472 -5.050 -10.449
vina_07_458 -278.597 -1.923 -35.966 -10.624
vina_07_459 -134.339 -2.216 -2.804 -10.691
vina_07_460 -225.306 -1.868 2.008 -10.380
vina_07_461 -192.518 -2.129 5.840 -10.691
vina_07_462 -248.890 -1.879 -8.817 -10.310
vina_07_463 -279.542 -2.050 -4.061 -10.531
vina_07_464 -277.097 -2.196 -13.129 -10.668
vina_07_465 -219.813 -2.145 1.630 -10.691
vina_07_466 -195.743 -1.781 3.929 -10.397
vina_07_467 -178.257 -2.179 -3.658 -10.691
vina_07_468 -285.660 -1.570 -16.287 -10.612
vina_07_469 -119.071 -1.888 -0.258 -10.380
